gml_id	Latitude	Longitude	X_coordina	Y_coordina	LOD	Year_of_co	Refurbishm	ALKIS_code	PrimaryUsa	PrimaryU00	SecondaryU	Secondar00	BuildingTy	Footprint_	Total_wall	Total_wa00	Total_outw	Total_shar	Total_roof	Gross_volu	Is_Gross_v	Heated_vol	Ridge_mean	Eaves_mean	Storey_num	Average_St	Number_of_	Number_o00	Attic_Heat	Basement_H	Basement_c	Surface_ar	Heated_are	Mean_Uvalu	Specific_d	Specific_s	Total_Year	January_He	February_H	March_Heat	April_Heat	May_Heatin	June_Heati	July_Heati	August_Hea	September_	October_He	November_H	December_H	PV_potenti
DEBW522AA00010293	4.879.505	921.239	3515676.52	5406420.06	LOD2	2008	MediumRefurbishment	1010	residential	980	none	0	MFH	252.1	987.8	0	1304.2	0	252.1	3066.3	FALSE	3062.5	13.5	13.52	5	2.7	12	28	NO_ROOM	NOT_HEATED	0	0.487	980	0.42	15,8	42.3	56930	9935	7106	4654	1182	48	0	0	0	148	2286	6354	9693	8.7
DEBW522AA0001023f	4.879.678	921.314	3515731.08	5406612.49	LOD2	1969	MediumRefurbishment	2112	industry	1097.9	none	0	RH	592.1	473.2	0	1045.4	268.8	655.5	3818.2	FALSE	3431	8.2	4.61	3	2.5	0	0	HEATED	NOT_HEATED	0.7000000000000001	0.468	1097.9	0.48	32,9	10.4	47539	3972	1901	495	22	0	0	0	0	0	53	1203	3817	36.34
DEBW522AA00010240	4.879.707	921.264	3515694.71	5406644.8	LOD2	1961	MediumRefurbishment	2112	industry	106.6	none	0	EFH	85.3	120.4	0	345.6	0	105.8	451.6	FALSE	366.3	7	4.2	2	3	0	0	HEATED	NOT_HEATED	1	0.773	106.6	0.45	32,9	25.3	6206	840	471	174	14	0	0	0	0	0	32	357	814	5.42
DEBW522AA00010241	4.879.542	921.285	3515710.36	5406461.46	LOD2	1947	MediumRefurbishment	2112	industry	145.2	none	0	EFH	98.8	172	0	378.6	0	136.5	496.7	FALSE	453.7	5.9	3.8	2	2.8	0	0	HEATED	NOT_HEATED	0.4	0.858	145.2	0.47000000000000003	32,9	25.2	8423	1144	632	224	17	0	0	0	0	0	41	482	1112	55.600.000.000.000.000
DEBW522AA00010242	4.879.418	921.324	3515739.79	5406323.7	LOD2	1928	MediumRefurbishment	2723	non-heated	237	none	0	RH	290.3	216.5	0	618.6	67.8	310.6	967.5	FALSE	740.6	4.1	2.54	1	2.5	0	0	NOT_HEATED	NO_ROOM	0	0.845	237	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.07
DEBW522AA00010243	4.879.585	921.334	3515746.2	5406509.57	LOD2	1923	MediumRefurbishment	2112	industry	2346.8	none	0	MFH	891.5	787.9	0	1185.2	485	942.4	7469.2	FALSE	7333.7	11.4	7.35	4	2.8	0	0	HEATED	NOT_HEATED	0.2	0.353	2346.8	0.45	32,9	5.5	90120	4768	2209	469	14	0	0	0	0	0	27	1118	4401	40.93
DEBW522AA00010244	4.879.546	921.319	3515735.25	5406465.35	LOD2	1988	MediumRefurbishment	2112	industry	899.6	none	0	RH	374.7	460.4	0	631	250	374.7	3035.4	FALSE	2811.1	8.1	8.1	3	2.5	0	0	NO_ROOM	NOT_HEATED	0.6000000000000001	0.41100000000000003	899.6	0.41000000000000003	32,9	6.3	35247	2041	972	235	10	0	0	0	0	0	15	504	1911	17.38
DEBW522AA00010246	487.964	92.132	3515735.99	5406570.15	LOD2	1950	MediumRefurbishment	2112	industry	1755.3	none	0	RH	900.7	799.5	0	1630.5	51.3	911.9	6151.7	FALSE	5485.2	8.4	5.85	3	2.6	0	0	HEATED	NOT_HEATED	0.7000000000000001	0.441	1755.3	0.46	32,9	9.1	73695	5619	2673	644	24	0	0	0	0	0	60	1653	5342	42.51
DEBW522AA00010247	4.879.402	921.382	3515781.97	5406306.17	LOD2	1940	MediumRefurbishment	2140	hall	246.3	none	0	EFH	183.6	201.5	0	569.3	0	232.1	953.4	FALSE	769.8	6.8	3.62	2	2.9	0	0	HEATED	NOT_HEATED	1	0.71	246.3	0.46	non calculated	84.1	20724	4543	3348	2380	806	85	3	0	1	253	1595	3221	4489	11.71
DEBW522AA00010249	4.879.501	921.335	3515746.97	5406416.16	LOD2	1948	MediumRefurbishment	2112	industry	432.1	none	0	RH	119.1	324.7	0	514.6	168.7	119.1	1101.1	FALSE	1101.1	9.3	9.25	4	2.3	0	0	NO_ROOM	NO_ROOM	0	0.511	432.1	0.47000000000000003	32,9	8	17639	1212	606	145	5	0	0	0	0	0	11	348	1113	5.43
DEBW522AA0001024a	48.794	921.407	3515800.6	5406303.99	LOD2	1947	MediumRefurbishment	2140	hall	270.8	none	0	RH	186.6	192.8	0	310.5	139.9	211.2	1156.9	FALSE	970.3	7.3	5.13	2	3.1	0	0	HEATED	NOT_HEATED	1	0.547	270.8	0.48	non calculated	82.2	22260	4864	3587	2564	897	103	4	0	1	273	1713	3435	4819	10.27
DEBW522AA0001024c	4.879.443	921.519	3515882.79	5406351.28	LOD2	1953	MediumRefurbishment	2112	industry	1118.1	none	0	MFH	302	591.3	0	870.1	213.5	334.3	3629.1	FALSE	3494.2	13.7	10.76	5	2.7	0	0	HEATED	NOT_HEATED	0.4	0.34500000000000003	1118.1	0.47000000000000003	32,9	6.8	44387	2740	1340	291	8	0	0	0	0	0	20	730	2517	16.71
DEBW522AA0001024d	4.879.689	921.299	3515720.13	5406625.06	LOD2	1969	MediumRefurbishment	2112	industry	623.7	none	0	RH	337.2	299	0	614.8	268.5	375.6	2174.6	FALSE	1949	8.2	4.61	3	2.5	0	0	HEATED	NOT_HEATED	0.7000000000000001	0.482	623.7	0.49	32,9	13	28609	2719	1415	392	16	0	0	0	0	0	46	951	2576	19.64
DEBW522AA0001024f	4.879.391	921.361	3515766.83	5406293.42	LOD2	1948	MediumRefurbishment	2112	industry	542.4	none	0	RH	364.6	228.5	0	699.7	144.1	390.5	1209.3	FALSE	1209.3	4.1	4.09	2	2	0	0	NO_ROOM	NO_ROOM	0	0.8130000000000001	542.4	0.34	32,9	7.2	21716	1364	717	175	6	0	0	0	0	0	12	376	1245	20.86
DEBW522AA00010251	487.959	921.369	3515772.09	5406514.48	LOD2	1942	MediumRefurbishment	2112	industry	474.7	none	0	RH	174.5	276	0	446.5	244.9	175.3	1306.7	FALSE	1222.9	8	7.01	3	2.3	0	0	NOT_HEATED	NO_ROOM	0	0.47900000000000004	474.7	0.47000000000000003	32,9	3.5	17245	667	223	31	1	0	0	0	0	0	2	109	614	6.52
DEBW522AA00010253	4.879.556	921.322	3515737.41	5406477.06	LOD2	1988	MediumRefurbishment	2112	industry	51	none	0	RH	31.9	40.4	0	62.8	114.1	31.9	180.1	FALSE	159.3	5.7	5.65	2	2.5	0	0	NO_ROOM	NOT_HEATED	0.7000000000000001	0.608	51	0.41000000000000003	32,9	15.8	2483	254	151	51	3	0	0	0	0	0	6	103	240	1.09
DEBW522AA00010255	4.879.619	921.299	3515720.71	5406546.6	LOD2	1950	MediumRefurbishment	2112	industry	109.6	none	0	RH	121.1	99	0	345.1	89.4	124.9	329.4	FALSE	283.9	3.1	2.35	1	2.3	0	0	NOT_HEATED	NO_ROOM	0	1.048	109.6	0.38	32,9	13.7	5106	521	236	56	2	0	0	0	0	0	8	173	510	5.77
DEBW522AA00010256	4.879.554	921.332	3515744.91	5406475.26	LOD2	1988	MediumRefurbishment	2112	industry	1024.3	none	0	RH	374.9	478.8	0	632.7	265.2	374.9	2508	FALSE	2508	6.7	6.69	3	2.2	0	0	NO_ROOM	NO_ROOM	0	0.49	1024.3	0.41000000000000003	32,9	3.9	37655	1568	616	97	2	0	0	0	0	0	5	292	1415	17.38
DEBW522AA00010257	4.879.622	921.329	3515742.53	5406550.67	LOD2	1937	MediumRefurbishment	2112	industry	157	none	0	EFH	178.3	225.6	0	777.7	38.1	178.3	563.5	FALSE	490.5	3.2	3.16	1	2.8	0	0	NO_ROOM	NOT_HEATED	0.4	1.093	157	0.37	32,9	27.2	9429	1278	763	343	43	0	0	0	0	1	62	547	1236	8.69
DEBW522AA00010258	4.879.424	92.153	3515890.76	5406330.6	LOD2	1953	MediumRefurbishment	2112	industry	640.3	none	0	RH	295	340.1	0	648.1	159	309.9	2296	FALSE	2001	8.9	6.84	3	2.6	0	0	HEATED	NOT_HEATED	1	0.437	640.3	0.47000000000000003	32,9	8.8	26671	2008	905	194	6	0	0	0	0	0	19	568	1929	17.5
DEBW522AA0001025b	4.879.424	921.376	3515777.62	5406330.32	LOD2	1947	MediumRefurbishment	2140	hall	451.7	none	0	RH	414	251.4	0	474	150.9	459.2	1653.9	FALSE	1411.6	5	3	1	2.6	0	0	NOT_HEATED	NOT_HEATED	0.4	0.7020000000000001	451.7	0.39	non calculated	74.1	33474	7164	5341	3939	1487	182	6	1	2	482	2659	5115	7097	22.15
DEBW522AA0001025d	4.879.458	921.506	3515872.77	5406368.09	LOD2	1953	MediumRefurbishment	2112	industry	189.1	none	0	RH	117.5	193.9	0	377.3	131.6	117.5	590.8	FALSE	590.8	5	5.03	2	2.5	0	0	NO_ROOM	NO_ROOM	0	0.726	189.1	0.41000000000000003	32,9	15.3	9106	960	492	142	7	0	0	0	0	0	20	345	928	5.43
DEBW522AA0001025e	4.879.468	921.499	3515867.66	5406379.64	LOD2	1976	MediumRefurbishment	2112	industry	159.9	none	0	RH	101.1	178.7	0	351.1	76.5	101.1	523.8	FALSE	499.6	5.2	5.24	2	2.5	0	0	NO_ROOM	NOT_HEATED	0.2	0.744	159.9	0.46	32,9	19.6	8387	1006	547	170	10	0	0	0	0	0	28	401	972	3.26
DEBW522AA00010260	4.879.669	92.124	3515677.24	5406601.97	LOD2	1988	MediumRefurbishment	2112	industry	49.8	none	0	EFH	59.1	86.4	0	295.4	0	59.1	214.5	FALSE	155.5	3.6	3.63	1	2.6	0	0	NO_ROOM	NOT_HEATED	1	1.106	49.8	0.27	32,9	22.1	2736	337	202	80	7	0	0	0	0	0	13	142	321	2.17
DEBW522AA000101f7	4.879.131	9.203	3514988.27	5406002.48	LOD2	2010	MediumRefurbishment	1123	residential	628.6	retail	99.7	GMH	124.6	691.2	0	944.7	146.2	220.3	2364.9	FALSE	2275.9	21.7	15.23	8	2.6	12	20	HEATED	NOT_HEATED	0.7000000000000001	0.451	728.3	0.46	23,7	40.4	46686	7393	5080	3032	598	23	0	0	0	71	1439	4553	7262	9.47
DEBW522AA000101f8	4.879.136	920.314	3514998.05	5406007.47	LOD2	1950	MediumRefurbishment	2463	non-heated	23.7	none	0	RH	29.2	29.6	0	89.5	78.2	29.2	78.4	FALSE	73.9	2.7	2.7	1	2.6	0	0	NO_ROOM	NOT_HEATED	0.2	1.143	23.7	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00010194	4.879.051	920.987	3515493.08	5405914.59	LOD2	2003	MediumRefurbishment	1122	residential	711.8	office and administration	172.7	MFH	215.8	778.7	0	1098.4	85.4	215.8	2764.1	FALSE	2764.1	12.8	12.82	5	2.6	11	20	NO_ROOM	NO_ROOM	0	0.438	884.5	0.41000000000000003	15,6	45.3	53879	9274	6858	4748	1405	81	1	0	0	226	2438	6061	8990	9.78
DEBW522AA000100ba	4.879.482	921.241	3515678.14	5406394.38	LOD2	2008	MediumRefurbishment	1010	residential	1031.2	none	0	MFH	268.6	863.3	0	1123	214	268.6	3222.6	FALSE	3222.6	13.3	13.27	5	2.7	13	20	NO_ROOM	NO_ROOM	0	0.435	1031.2	0.41000000000000003	15,8	40.4	58042	9824	7203	4839	1239	42	0	0	0	159	2438	6444	9517	9.78
DEBW522AA0000fd7b	4.879.025	920.839	35.153.840.000.000.000	5405885.69	LOD2	1976	MediumRefurbishment	1010	residential	813.7	none	0	RH	224.7	517.8	0	788.6	135.5	224.7	2127.4	FALSE	2127.4	9.5	9.47	4	2.4	10	18	NO_ROOM	NO_ROOM	0	0.455	813.7	0.48	15,8	35.2	41510	7273	4997	2857	412	7	0	0	0	40	1330	4591	7115	10.86
DEBW522AA0000fca8	4.878.871	92.138	3515782.57	5405715.48	LOD2	1947	MediumRefurbishment	1010	residential	100.2	none	0	RH	46.8	57.5	0	127.7	223.3	57.4	360	FALSE	313.2	9.2	6.15	3	2.7	1	3	HEATED	NOT_HEATED	1	0.48	100.2	0.49	15,8	46.6	6253	1153	813	484	87	3	0	0	0	11	243	743	1130	1.81
DEBW522AA0000fc82	4.878.827	921.024	3515520.8	5405665.13	LOD2	2001	MediumRefurbishment	1010	residential	163.8	none	0	MFH	58.9	181.7	0	291.9	109.5	83	553.2	FALSE	512	11.5	6.52	4	2.7	2	5	HEATED	NOT_HEATED	0.7000000000000001	0.612	163.8	0.5700000000000001	15,8	62.5	12837	2431	1737	1149	322	21	0	0	0	48	569	1565	2401	3.36
DEBW522AA0000fc27	4.878.789	921.071	3515555.59	5405623.01	LOD2	1958	MediumRefurbishment	1123	residential	165.5	retail	52.1	MFH	65.1	216.2	0	343.1	140.3	102.3	744.8	FALSE	679.8	14.2	8.73	5	2.6	3	6	HEATED	NOT_HEATED	1	0.545	217.5	0.5	29,5	47.4	16740	2649	1743	994	211	11	0	0	0	28	474	1576	2633	5.13
DEBW522AA0000f8fb	4.879.156	921.304	3515725.24	5406032.34	LOD2	1974	MediumRefurbishment	1010	residential	472.3	none	0	MFH	131.1	236.2	0	408.9	337.8	193.7	1607.2	FALSE	1476.1	14.9	9.6	5	2.8	6	8	HEATED	NOT_HEATED	1	0.366	472.3	0.47000000000000003	15,8	37.4	25155	4340	3101	1902	343	8	0	0	0	36	916	2795	4232	8.61
DEBW522AA0000f77f	4.878.837	921.158	3515619.35	5405676.82	LOD2	1955	MediumRefurbishment	1010	residential	143.9	none	0	MFH	47	126.1	0	217.5	193.9	68.4	496.7	FALSE	449.7	12.6	8.51	4	2.9	2	4	HEATED	NOT_HEATED	1	0.516	143.9	0.49	15,8	48.3	9227	1698	1190	741	167	7	0	0	0	23	379	1084	1660	3.51
DEBW522AA0000f6a5	4.878.842	9.213.940.000.000.000	3515792.81	5405682.7	LOD2	1964	MediumRefurbishment	1010	residential	602.6	none	0	MFH	169.2	436.9	0	686.7	152.7	215.9	1913.1	FALSE	1883.2	13.2	9.58	5	2.6	8	14	HEATED	NOT_HEATED	0.2	0.434	602.6	0.49	15,8	43.7	35881	6460	4567	2801	534	14	0	0	0	67	1409	4185	6299	10.57
DEBW522AA0000f64b	4.879.227	919.819	3514633.93	5406107.73	LOD2	1974	MediumRefurbishment	1010	residential	310.9	none	0	MFH	98.3	255.8	0	399.1	169.7	176.9	996.6	FALSE	971.7	12.8	6.31	5	2.5	4	7	HEATED	NOT_HEATED	0.30000000000000004	0.54	310.9	0.49	15,8	47.7	19748	3657	2551	1560	342	16	0	0	0	42	754	2290	3612	6.84
DEBW522AA0000f2bd	4.879.092	919.357	3514295.13	5405957.26	LOD2	1980	MediumRefurbishment	1313	non-heated	6.1	none	0	EFH	52.6	0	0	0	0	81.9	75.8	FALSE	23.2	4.3	0	1	3.3	0	0	HEATED	NOT_HEATED	1	1.774	6.1	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34
DEBW522AA0000f2c0	4.879.097	919.345	3514286.26	5405962.22	LOD2	2000	MediumRefurbishment	3065	education	331	none	0	RH	277.7	323.7	0	793.5	3.4	326.8	1069	FALSE	1034.4	7.8	7.77	3	2.6	0	0	NO_ROOM	NOT_HEATED	0.1	0.879	331	0.55	24,8	85.1	36408	6376	4577	3180	1153	192	12	2	3	331	1848	4211	6301	14.44
DEBW522AA0000f09b	4.878.855	920.436	3515088.48	5405695.15	LOD2	2008	MediumRefurbishment	1010	residential	9337	none	0	GMH	2109.1	6079	0	8041	0	2109.1	30425.3	FALSE	29178	18.9	18.93	7	2.6	150	242	NO_ROOM	NOT_HEATED	0.6000000000000001	0.34600000000000003	9337	0.37	15,8	30.7	43.474.300.000.000.000	69804	50012	32802	7625	204	1	0	0	639	14335	43497	67927	96.67
DEBW522AA0000f09c	4.878.895	920.472	3515114.92	5405739.95	LOD2	1968	MediumRefurbishment	2463	non-heated	121.4	none	0	EFH	132.9	117.5	0	397	0	132.9	280.3	FALSE	280.3	2.1	2.11	1	2.1	0	0	NO_ROOM	NO_ROOM	0	1.367	121.4	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43
DEBW522AA0000ee7b	487.913	920.188	3514905.79	5406001.35	LOD2	2013	MediumRefurbishment	2020	office and administration	16459.7	none	0	HH	2640.9	4953.9	0	6189.9	153.6	2640.9	54077.4	FALSE	51436.5	29.7	29.69	11	2.6	0	0	NO_ROOM	NOT_HEATED	1	0.193	16459.7	0.37	14,6	47.4	1021357	166887	130107	100440	44099	6831	256	28	54	10508	51550	110588	159533	123.82
DEBW522AA0000ee7c	4.879.092	920.244	3514947.17	5405959.19	LOD2	2002	MediumRefurbishment	2120	industry	7510.7	none	0	MFH	2310.8	2177.7	0	3540.7	0	2366.4	25781.7	FALSE	23470.9	15.1	8.05	5	2.8	0	0	HEATED	NOT_HEATED	1	0.275	7510.7	0.39	32,9	2.8	267730	8340	3414	512	8	0	0	0	0	0	17	1347	7290	112.49
DEBW522AA0000ee7d	4.879.152	920.225	3514932.45	5406025.04	LOD2	1989	MediumRefurbishment	2523	industry	1610.4	none	0	MFH	422.4	956.4	0	1477	0	614.7	5032.4	FALSE	5032.4	12.8	12.76	5	2.6	0	0	NO_ROOM	NO_ROOM	0	0.396	1610.4	0.33	32,9	4.2	59601	2524	1161	218	5	0	0	0	0	0	10	508	2258	25.68
DEBW522AA0000ee7e	4.879.125	920.139	3514869.3	5405994.73	LOD2	1989	MediumRefurbishment	2112	industry	475.7	none	0	MFH	107.9	389.7	0	569.2	306.1	107.9	1594.3	FALSE	1486.4	14.8	14.78	5	2.8	0	0	NO_ROOM	NOT_HEATED	1	0.397	475.7	0.38	32,9	4.7	17861	850	352	70	2	0	0	0	0	0	4	171	783	4.34
DEBW522AA0000ec53	4.879.124	920.312	3514996.65	5405994.02	LOD2	1974	MediumRefurbishment	1123	residential	233.7	retail	92.6	MFH	115.7	264.2	0	462.1	224.7	164.7	1135.1	FALSE	1019.4	14	7.28	5	2.6	4	10	HEATED	NOT_HEATED	1	0.507	326.2	0.48	32,1	52.9	27703	4083	2965	1942	498	28	0	0	0	79	986	2665	3997	6.15
DEBW522AA0000ec54	4.879.131	920.322	3515003.85	5406002.27	LOD2	1951	MediumRefurbishment	2463	non-heated	57.9	none	0	RH	64.3	63.4	0	220.4	122.1	64.3	160.2	FALSE	160.2	2.5	2.49	1	2.5	0	0	NO_ROOM	NO_ROOM	0	1.198	57.9	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17
DEBW522AA0000ec46	4.879.071	920.922	3515444.89	5405937.33	LOD2	1976	MediumRefurbishment	1010	residential	935.4	none	0	GMH	206.2	663.5	0	1003.3	205.9	292.2	3129.2	FALSE	2923	17.8	11.68	6	2.8	15	30	HEATED	NOT_HEATED	1	0.388	935.4	0.5	15,8	36.5	48914	8588	5848	3558	749	23	0	0	0	75	1586	5212	8460	13.45
DEBW522AA0000ea85	48.788	919.972	3514747.78	5405633.88	LOD2	1969	MediumRefurbishment	1010	residential	851.6	none	0	GMH	210.1	536.7	0	832	144.3	276.9	2871.4	FALSE	2661.3	16.4	11.1	6	2.6	14	22	HEATED	NOT_HEATED	1	0.374	851.6	0.49	15,8	39.1	46761	8142	5767	3639	751	22	0	0	0	83	1746	5162	7958	13.35
DEBW522AA0000ea8a	4.878.811	919.965	3514742.43	5405645.3	LOD2	1925	MediumRefurbishment	2463	non-heated	23.5	none	0	RH	27.7	42.5	0	127.4	54.3	27.7	78.2	FALSE	73.3	2.8	27.800.000.000.000.000	1	2.6	0	0	NO_ROOM	NOT_HEATED	0.2	1.289	23.5	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA0000e95c	4.878.971	920.062	3514813.55	5405823.44	LOD2	1978	MediumRefurbishment	1010	residential	1008	none	0	HH	142.9	793.7	0	982.6	258.8	187.5	3178.9	FALSE	3150	23.2	19.45	9	2.6	19	32	HEATED	NOT_HEATED	0.2	0.356	1008	0.46	15,8	38.7	54935	9143	6800	4579	1144	38	0	0	0	134	2244	6011	8877	6.48
DEBW522AA0000e925	487.893	920.197	3514913.03	5405778.87	LOD2	2005	MediumRefurbishment	1123	residential	1241.5	retail	225.6	GMH	282	865.3	0	1098.1	289.8	311.2	4584.6	FALSE	4584.6	17.6	17.65	7	2.5	24	42	NO_ROOM	NO_ROOM	0	0.318	1467.1	0.37	24,6	31.6	82544	10956	8050	5592	1673	78	0	0	0	158	2414	6841	10644	16.67
DEBW522AA0000e84d	4.879.138	921.354	3515762.5	5406012.5	LOD2	1928	MediumRefurbishment	1010	residential	572.3	none	0	MFH	149.4	268.6	0	463.6	390.5	210.6	1937.9	FALSE	1788.5	15.6	10.32	5	2.9	7	13	HEATED	NOT_HEATED	1	0.339	572.3	0.48	15,8	35.2	29183	4924	3543	2197	402	8	0	0	0	40	1040	3169	4796	10.47
DEBW522AA0000e78c	4.879.069	921.018	3515515.35	5405934.63	LOD2	1996	MediumRefurbishment	1122	residential	345.9	office and administration	160.5	RH	200.7	485.6	0	878.8	0	200.7	1783.3	FALSE	1582.6	8.9	8.89	3	2.6	6	6	NO_ROOM	NOT_HEATED	1	0.532	506.4	0.67	15,5	64.9	40705	7987	5526	3516	982	79	1	0	0	165	1761	4977	7885	9.78
DEBW522AA0000e70b	4.879.105	920.873	3515408.98	5405974.78	LOD2	1989	MediumRefurbishment	1010	residential	120.7	none	0	RH	50.8	120.9	0	228.4	110.6	70.2	385.2	FALSE	377.1	10.2	6.05	4	2.5	1	4	HEATED	NOT_HEATED	0.2	0.636	120.7	0.51	15,8	52.2	8206	1591	1073	623	136	6	0	0	0	16	288	978	1585	2.6
DEBW522AA0000e3a5	4.879.006	920.839	3515384.22	5405864.31	LOD2	1976	MediumRefurbishment	1010	residential	815.5	none	0	RH	226.2	443.1	0	658.7	290.2	226.2	2244.1	FALSE	2244.1	9.9	9.92	4	2.5	10	18	NO_ROOM	NO_ROOM	0	0.399	815.5	0.46	15,8	32.5	39397	6769	4634	2627	357	6	0	0	0	32	1200	4243	6612	10.86
DEBW522AA0000e26e	4.879.025	92.088	3515414.44	5405885.65	LOD2	1976	MediumRefurbishment	1010	residential	825.9	none	0	RH	229.4	650.9	0	980.9	0	229.4	2285.6	FALSE	2285.6	10	9.97	4	2.5	10	23	NO_ROOM	NO_ROOM	0	0.486	825.9	0.5	15,8	36.9	43598	7955	5253	2884	406	10	0	0	0	40	1299	4807	7861	10.86
DEBW522AA0000e1a4	4.878.846	92.119	3515642.56	5405687.63	LOD2	1953	MediumRefurbishment	1010	residential	87.7	none	0	RH	42.6	51.3	0	118.3	238.5	58.4	347.7	FALSE	305	10.2	6.11	3	3.1	1	1	HEATED	NOT_HEATED	1	0.467	87.7	0.48	15,8	47.4	5549	1051	718	406	66	2	0	0	0	9	207	670	1031	1.77
DEBW522AA0000e111	4.879.037	921.151	3515613.7	5405898.99	LOD2	1975	MediumRefurbishment	1010	residential	526.9	none	0	GMH	127.1	286.3	0	421.1	330.3	184.3	1773.6	FALSE	1646.5	16.5	11.4	6	2.6	8	15	HEATED	NOT_HEATED	1	0.352	526.9	0.49	15,8	37.8	28264	4804	3504	2226	462	13	0	0	0	49	1058	3102	4701	8.57
DEBW522AA0000e0b5	4.878.909	919.749	3514583.79	5405754.52	LOD2	2002	MediumRefurbishment	2130	retail	449	none	0	RH	244.8	293.8	0	980.6	0	244.8	1007.2	FALSE	1007.2	4.1	4.12	2	2.1	0	0	NO_ROOM	NO_ROOM	0	0.778	449	0.39	73	50.1	55262	5164	3798	2693	934	100	3	0	1	178	1306	3288	5017	11.95
DEBW522AA0000df9d	4.878.767	921.133	3515600.78	5405598.77	LOD2	1954	MediumRefurbishment	1010	residential	788.6	none	0	GMH	176.9	520.4	0	723.9	204.1	247.2	2634.3	FALSE	2464.5	17.5	12.69	6	2.8	13	16	HEATED	NOT_HEATED	1	0.375	788.6	0.48	15,8	36.2	41077	7009	4934	3139	768	30	0	0	0	72	1400	4333	6899	11.08
DEBW522AA0000dc91	4.878.897	919.546	3514434.59	5405740.62	LOD2	1996	MediumRefurbishment	1123	residential	1070.7	retail	161	GMH	201.2	994	0	1301.3	66.3	229.7	3982.7	FALSE	3849	21.6	17.96	8	2.6	20	29	HEATED	NOT_HEATED	0.7000000000000001	0.366	1231.7	0.45	23,3	36.5	73655	11086	7850	4866	978	30	0	0	0	106	2267	6945	10816	12
DEBW522AA0000dc92	4.878.893	91.956	3514445.03	5405735.67	LOD2	1983	MediumRefurbishment	1131	residential	94.7	industry	39.4	RH	49.3	148	0	254.9	79.4	49.3	347	FALSE	347	7	7.03	3	2.3	2	3	NO_ROOM	NO_ROOM	0	0.711	134.1	0.47000000000000003	20,8	28.7	6648	1126	660	266	24	0	0	0	0	2	89	568	1119	2.17
DEBW522AA0000dc93	4.878.882	919.556	3514442.04	5405724.3	LOD2	1983	MediumRefurbishment	2112	industry	97.9	none	0	RH	90.1	95.9	0	255	95.7	90.9	325.5	FALSE	305.9	4.1	2.88	1	2.5	0	0	NOT_HEATED	NOT_HEATED	0.4	0.884	97.9	0.41000000000000003	32,9	17.5	4927	577	273	75	4	0	0	0	0	0	12	209	560	4.34
DEBW522AA0000dbfe	4.879.028	920.928	3515449.89	5405888.92	LOD2	1977	MediumRefurbishment	1010	residential	404.6	none	0	MFH	148.1	375.4	0	739.1	0	168.1	1412.6	FALSE	1264.5	11	8.36	4	2.5	5	14	HEATED	NOT_HEATED	1	0.525	404.6	0.48	15,8	48.3	25955	4826	3374	2040	411	16	0	0	0	55	1018	3055	4753	7.41
DEBW522AA0000da18	4.879.347	920.187	3514904.04	5406242.56	LOD2	1972	MediumRefurbishment	1010	residential	1834.7	none	0	GMH	320.8	1066.4	0	1413.4	261.6	320.8	4883.6	FALSE	4883.6	19.2	19.25	8	2.4	29	39	NO_ROOM	NO_ROOM	0	0.35000000000000003	1834.7	0.44	15,8	27.5	79443	12751	8954	5329	858	15	0	0	0	59	2239	7747	12431	14.12
DEBW522AA0000d948	4.878.809	921.099	3515575.68	5405646.22	LOD2	1966	MediumRefurbishment	1010	residential	152.6	none	0	MFH	55	84.2	0	149.8	228.4	88.2	532	FALSE	477	12.5	6.83	4	2.9	2	3	HEATED	NOT_HEATED	1	0.452	152.6	0.48	15,8	44.7	9246	1663	1182	735	149	5	0	0	0	19	375	1079	1621	3.42
DEBW522AA0000d919	4.878.863	921.388	3515788.33	5405706.49	LOD2	1924	MediumRefurbishment	1010	residential	101.9	none	0	RH	47.1	63.9	0	129.1	221.5	56	365.5	FALSE	318.4	9.1	6.25	3	2.7	1	1	HEATED	NOT_HEATED	1	0.487	101.9	0.5	15,8	47.2	6428	1198	836	490	85	3	0	0	0	11	248	769	1175	0.98
DEBW522AA0000d655	4.878.864	920.942	3515460.82	5405706.93	LOD2	1980	MediumRefurbishment	1010	residential	80	none	0	RH	39.9	45	0	109.7	203.3	53.4	289.8	FALSE	249.9	9	5.46	3	2.7	1	2	HEATED	NOT_HEATED	1	0.512	80	0.48	15,8	47	5024	955	647	363	59	2	0	0	0	8	184	605	936	1.81
DEBW522AA0000d605	4.879.163	919.933	3514718.5	5406036.85	LOD2	2003	MediumRefurbishment	2050	retail	135.8	none	0	RH	82.7	151.6	0	300.1	357.1	82.7	507.1	FALSE	424.5	6.1	6.14	2	2.6	0	0	NO_ROOM	NOT_HEATED	1	0.683	135.8	0.44	73	56.7	17622	1934	1261	784	234	27	1	0	0	45	392	1109	1919	3.26
